iteration,epoch,train_loss,val_loss,lr,timestamp
1236,25,0.9497,1.1670,5.000000e-04,2026-09-25T10:41:12
1237,25,0.9567,1.1870,5.000000e-04,2026-09-25T10:41:14
1238,25,0.9258,1.1521,5.000000e-04,2026-09-25T10:41:16
1239,25,0.9281,1.1569,5.000000e-04,2026-09-25T10:41:18
1240,25,0.9198,1.1670,5.000000e-04,2026-09-25T10:41:20
1241,25,0.9323,1.1803,5.000000e-04,2026-09-25T10:41:22
1242,25,0.9347,1.1920,5.000000e-04,2026-09-25T10:41:24
1243,25,0.9328,1.1611,5.000000e-04,2026-09-25T10:41:26
1244,25,0.9650,1.2119,5.000000e-04,2026-09-25T10:41:28
1245,25,0.9549,1.1490,5.000000e-04,2026-09-25T10:41:30
1246,25,0.9710,1.1978,5.000000e-04,2026-09-25T10:41:32
1247,25,0.9685,1.2124,5.000000e-04,2026-09-25T10:41:34
1248,25,0.9655,1.1512,5.000000e-04,2026-09-25T10:41:36
1249,25,0.9655,1.1599,5.000000e-04,2026-09-25T10:41:38
1250,25,0.9567,1.2008,5.000000e-04,2026-09-25T10:41:40
1251,26,0.9312,1.1606,5.000000e-04,2026-09-25T10:41:42
1252,26,0.9162,1.1538,5.000000e-04,2026-09-25T10:41:44
1253,26,0.9041,1.1426,5.000000e-04,2026-09-25T10:41:46
1254,26,0.9142,1.1577,5.000000e-04,2026-09-25T10:41:48
1255,26,0.9377,1.1205,5.000000e-04,2026-09-25T10:41:50
1256,26,0.9177,1.1332,5.000000e-04,2026-09-25T10:41:52
1257,26,0.9408,1.1395,5.000000e-04,2026-09-25T10:41:54
1258,26,0.9416,1.1366,5.000000e-04,2026-09-25T10:41:56
1259,26,0.8894,1.1674,5.000000e-04,2026-09-25T10:41:58
1260,26,0.9296,1.1644,5.000000e-04,2026-09-25T10:42:00
1261,26,0.9145,1.1598,5.000000e-04,2026-09-25T10:42:02
1262,26,0.9090,1.1184,5.000000e-04,2026-09-25T10:42:04
1263,26,0.9187,1.1291,5.000000e-04,2026-09-25T10:42:06
1264,26,0.9129,1.1286,5.000000e-04,2026-09-25T10:42:08
1265,26,0.9041,1.1711,5.000000e-04,2026-09-25T10:42:10
1266,26,0.9079,1.1539,5.000000e-04,2026-09-25T10:42:12
1267,26,0.9205,1.1475,5.000000e-04,2026-09-25T10:42:14
1268,26,0.9082,1.1611,5.000000e-04,2026-09-25T10:42:16
1269,26,0.8920,1.1209,5.000000e-04,2026-09-25T10:42:18
1270,26,0.9324,1.1457,5.000000e-04,2026-09-25T10:42:20
1271,26,0.8961,1.1731,5.000000e-04,2026-09-25T10:42:22
1272,26,0.9136,1.1141,5.000000e-04,2026-09-25T10:42:24
1273,26,0.9420,1.1280,5.000000e-04,2026-09-25T10:42:26
1274,26,0.9272,1.1231,5.000000e-04,2026-09-25T10:42:28
1275,26,0.9251,1.1250,5.000000e-04,2026-09-25T10:42:30
1276,26,0.9406,1.1329,5.000000e-04,2026-09-25T10:42:32
1277,26,0.9253,1.1313,5.000000e-04,2026-09-25T10:42:34
1278,26,0.9098,1.1763,5.000000e-04,2026-09-25T10:42:36
1279,26,0.8984,1.1414,5.000000e-04,2026-09-25T10:42:38
1280,26,0.9061,1.1622,5.000000e-04,2026-09-25T10:42:40
1281,26,0.9022,1.1592,5.000000e-04,2026-09-25T10:42:42
1282,26,0.9280,1.1141,5.000000e-04,2026-09-25T10:42:44
1283,26,0.9155,1.1232,5.000000e-04,2026-09-25T10:42:46
1284,26,0.9018,1.1609,5.000000e-04,2026-09-25T10:42:48
1285,26,0.8898,1.1620,5.000000e-04,2026-09-25T10:42:50
1286,26,0.9343,1.1821,5.000000e-04,2026-09-25T10:42:52
1287,26,0.9125,1.1232,5.000000e-04,2026-09-25T10:42:54
1288,26,0.8932,1.1404,5.000000e-04,2026-09-25T10:42:56
1289,26,0.9295,1.1211,5.000000e-04,2026-09-25T10:42:58
1290,26,0.9065,1.1748,5.000000e-04,2026-09-25T10:43:00
1291,26,0.8969,1.1673,5.000000e-04,2026-09-25T10:43:02
1292,26,0.9307,1.1232,5.000000e-04,2026-09-25T10:43:04
1293,26,0.9439,1.1239,5.000000e-04,2026-09-25T10:43:06
1294,26,0.9185,1.1146,5.000000e-04,2026-09-25T10:43:08
1295,26,0.9251,1.1444,5.000000e-04,2026-09-25T10:43:10
1296,26,0.9290,1.1573,5.000000e-04,2026-09-25T10:43:12
1297,26,0.8976,1.1424,5.000000e-04,2026-09-25T10:43:14
1298,26,0.9271,1.1733,5.000000e-04,2026-09-25T10:43:16
1299,26,0.8941,1.1210,5.000000e-04,2026-09-25T10:43:18
1300,26,0.9307,1.1547,5.000000e-04,2026-09-25T10:43:20
1301,27,0.8835,1.1513,5.000000e-04,2026-09-25T10:43:22
1302,27,0.8798,1.0959,5.000000e-04,2026-09-25T10:43:24
1303,27,0.8778,1.0922,5.000000e-04,2026-09-25T10:43:26
1304,27,0.8926,1.1269,5.000000e-04,2026-09-25T10:43:28
1305,27,0.8955,1.1389,5.000000e-04,2026-09-25T10:43:30
1306,27,0.8999,1.1435,5.000000e-04,2026-09-25T10:43:32
1307,27,0.8982,1.1068,5.000000e-04,2026-09-25T10:43:34
1308,27,0.8907,1.1208,5.000000e-04,2026-09-25T10:43:36
1309,27,0.9029,1.1064,5.000000e-04,2026-09-25T10:43:38
1310,27,0.8659,1.1469,5.000000e-04,2026-09-25T10:43:40
1311,27,0.9140,1.1198,5.000000e-04,2026-09-25T10:43:42
1312,27,0.8690,1.1201,5.000000e-04,2026-09-25T10:43:44
1313,27,0.8947,1.1220,5.000000e-04,2026-09-25T10:43:46
1314,27,0.9152,1.1529,5.000000e-04,2026-09-25T10:43:48
1315,27,0.9129,1.0954,5.000000e-04,2026-09-25T10:43:50
1316,27,0.9090,1.1247,5.000000e-04,2026-09-25T10:43:52
1317,27,0.8825,1.1324,5.000000e-04,2026-09-25T10:43:54
1318,27,0.9037,1.1507,5.000000e-04,2026-09-25T10:43:56
1319,27,0.9041,1.0877,5.000000e-04,2026-09-25T10:43:58
1320,27,0.8666,1.1042,5.000000e-04,2026-09-25T10:44:00
1321,27,0.8652,1.0906,5.000000e-04,2026-09-25T10:44:02
1322,27,0.9052,1.1206,5.000000e-04,2026-09-25T10:44:04
1323,27,0.8966,1.1202,5.000000e-04,2026-09-25T10:44:06
1324,27,0.8852,1.1337,5.000000e-04,2026-09-25T10:44:08
1325,27,0.8674,1.1226,5.000000e-04,2026-09-25T10:44:10
1326,27,0.8959,1.1052,5.000000e-04,2026-09-25T10:44:12
1327,27,0.8796,1.1209,5.000000e-04,2026-09-25T10:44:14
1328,27,0.8739,1.1408,5.000000e-04,2026-09-25T10:44:16
1329,27,0.8917,1.1128,5.000000e-04,2026-09-25T10:44:18
1330,27,0.8969,1.1426,5.000000e-04,2026-09-25T10:44:20
1331,27,0.8994,1.0910,5.000000e-04,2026-09-25T10:44:22
1332,27,0.9003,1.1356,5.000000e-04,2026-09-25T10:44:24
1333,27,0.9082,1.0904,5.000000e-04,2026-09-25T10:44:26
1334,27,0.8676,1.1157,5.000000e-04,2026-09-25T10:44:28
1335,27,0.8872,1.1275,5.000000e-04,2026-09-25T10:44:30
1336,27,0.8795,1.1364,5.000000e-04,2026-09-25T10:44:32
1337,27,0.9026,1.0946,5.000000e-04,2026-09-25T10:44:34
1338,27,0.9008,1.1337,5.000000e-04,2026-09-25T10:44:36
1339,27,0.8718,1.1506,5.000000e-04,2026-09-25T10:44:38
1340,27,0.8909,1.1392,5.000000e-04,2026-09-25T10:44:40
1341,27,0.9015,1.0978,5.000000e-04,2026-09-25T10:44:42
1342,27,0.8698,1.1390,5.000000e-04,2026-09-25T10:44:44
1343,27,0.8774,1.1461,5.000000e-04,2026-09-25T10:44:46
1344,27,0.9042,1.0885,5.000000e-04,2026-09-25T10:44:48
1345,27,0.9061,1.1048,5.000000e-04,2026-09-25T10:44:50
1346,27,0.8664,1.1344,5.000000e-04,2026-09-25T10:44:52
1347,27,0.8938,1.0917,5.000000e-04,2026-09-25T10:44:54
1348,27,0.8873,1.1107,5.000000e-04,2026-09-25T10:44:56
1349,27,0.8897,1.1246,5.000000e-04,2026-09-25T10:44:58
1350,27,0.8827,1.1037,5.000000e-04,2026-09-25T10:45:00
1351,28,0.8428,1.0973,5.000000e-04,2026-09-25T10:45:02
1352,28,0.8750,1.0747,5.000000e-04,2026-09-25T10:45:04
1353,28,0.8639,1.0626,5.000000e-04,2026-09-25T10:45:06
1354,28,0.8822,1.0757,5.000000e-04,2026-09-25T10:45:08
1355,28,0.8620,1.0848,5.000000e-04,2026-09-25T10:45:10
1356,28,0.8453,1.1207,5.000000e-04,2026-09-25T10:45:12
1357,28,0.8819,1.0960,5.000000e-04,2026-09-25T10:45:14
1358,28,0.8849,1.1083,5.000000e-04,2026-09-25T10:45:16
1359,28,0.8592,1.0808,5.000000e-04,2026-09-25T10:45:18
1360,28,0.8591,1.1069,5.000000e-04,2026-09-25T10:45:20
1361,28,0.8516,1.0648,5.000000e-04,2026-09-25T10:45:22
1362,28,0.8568,1.0926,5.000000e-04,2026-09-25T10:45:24
1363,28,0.8842,1.0715,5.000000e-04,2026-09-25T10:45:26
1364,28,0.8792,1.1240,5.000000e-04,2026-09-25T10:45:28
1365,28,0.8869,1.0642,5.000000e-04,2026-09-25T10:45:30
1366,28,0.8616,1.0782,5.000000e-04,2026-09-25T10:45:32
1367,28,0.8813,1.0812,5.000000e-04,2026-09-25T10:45:34
1368,28,0.8662,1.0602,5.000000e-04,2026-09-25T10:45:36
1369,28,0.8479,1.0967,5.000000e-04,2026-09-25T10:45:38
1370,28,0.8533,1.1005,5.000000e-04,2026-09-25T10:45:40
1371,28,0.8616,1.0985,5.000000e-04,2026-09-25T10:45:42
1372,28,0.8631,1.1104,5.000000e-04,2026-09-25T10:45:44
1373,28,0.8476,1.1187,5.000000e-04,2026-09-25T10:45:46
1374,28,0.8769,1.0758,5.000000e-04,2026-09-25T10:45:48
1375,28,0.8378,1.0866,5.000000e-04,2026-09-25T10:45:50
1376,28,0.8496,1.0824,5.000000e-04,2026-09-25T10:45:52
1377,28,0.8810,1.1172,5.000000e-04,2026-09-25T10:45:54
1378,28,0.8868,1.0598,5.000000e-04,2026-09-25T10:45:56
1379,28,0.8716,1.1154,5.000000e-04,2026-09-25T10:45:58
1380,28,0.8752,1.0665,5.000000e-04,2026-09-25T10:46:00
1381,28,0.8650,1.0753,5.000000e-04,2026-09-25T10:46:02
1382,28,0.8630,1.0636,5.000000e-04,2026-09-25T10:46:04
1383,28,0.8892,1.1064,5.000000e-04,2026-09-25T10:46:06
1384,28,0.8423,1.1201,5.000000e-04,2026-09-25T10:46:08
1385,28,0.8840,1.0938,5.000000e-04,2026-09-25T10:46:10
1386,28,0.8738,1.0841,5.000000e-04,2026-09-25T10:46:12
1387,28,0.8880,1.0653,5.000000e-04,2026-09-25T10:46:14
1388,28,0.8425,1.0685,5.000000e-04,2026-09-25T10:46:16
1389,28,0.8800,1.0646,5.000000e-04,2026-09-25T10:46:18
1390,28,0.8669,1.0882,5.000000e-04,2026-09-25T10:46:20
1391,28,0.8875,1.0752,5.000000e-04,2026-09-25T10:46:22
1392,28,0.8510,1.0804,5.000000e-04,2026-09-25T10:46:24
1393,28,0.8790,1.1056,5.000000e-04,2026-09-25T10:46:26
1394,28,0.8756,1.0806,5.000000e-04,2026-09-25T10:46:28
1395,28,0.8516,1.0646,5.000000e-04,2026-09-25T10:46:30
1396,28,0.8480,1.1108,5.000000e-04,2026-09-25T10:46:32
1397,28,0.8678,1.0699,5.000000e-04,2026-09-25T10:46:34
1398,28,0.8460,1.0903,5.000000e-04,2026-09-25T10:46:36
1399,28,0.8586,1.0948,5.000000e-04,2026-09-25T10:46:38
1400,28,0.8875,1.0733,5.000000e-04,2026-09-25T10:46:40
1401,29,0.8283,1.0505,5.000000e-04,2026-09-25T10:46:42
1402,29,0.8188,1.0436,5.000000e-04,2026-09-25T10:46:44
1403,29,0.8473,1.0864,5.000000e-04,2026-09-25T10:46:46
1404,29,0.8478,1.0361,5.000000e-04,2026-09-25T10:46:48
1405,29,0.8548,1.0545,5.000000e-04,2026-09-25T10:46:50
1406,29,0.8174,1.0494,5.000000e-04,2026-09-25T10:46:52
1407,29,0.8307,1.0664,5.000000e-04,2026-09-25T10:46:54
1408,29,0.8468,1.0502,5.000000e-04,2026-09-25T10:46:56
1409,29,0.8626,1.0355,5.000000e-04,2026-09-25T10:46:58
1410,29,0.8331,1.0625,5.000000e-04,2026-09-25T10:47:00
1411,29,0.8504,1.0495,5.000000e-04,2026-09-25T10:47:02
1412,29,0.8360,1.0849,5.000000e-04,2026-09-25T10:47:04
1413,29,0.8198,1.0343,5.000000e-04,2026-09-25T10:47:06
1414,29,0.8545,1.0964,5.000000e-04,2026-09-25T10:47:08
1415,29,0.8193,1.0862,5.000000e-04,2026-09-25T10:47:10
1416,29,0.8315,1.0738,5.000000e-04,2026-09-25T10:47:12
1417,29,0.8452,1.0708,5.000000e-04,2026-09-25T10:47:14
1418,29,0.8258,1.0855,5.000000e-04,2026-09-25T10:47:16
1419,29,0.8139,1.0377,5.000000e-04,2026-09-25T10:47:18
1420,29,0.8581,1.0619,5.000000e-04,2026-09-25T10:47:20
1421,29,0.8192,1.0914,5.000000e-04,2026-09-25T10:47:22
1422,29,0.8545,1.0547,5.000000e-04,2026-09-25T10:47:24
1423,29,0.8149,1.0630,5.000000e-04,2026-09-25T10:47:26
1424,29,0.8212,1.0702,5.000000e-04,2026-09-25T10:47:28
1425,29,0.8541,1.0588,5.000000e-04,2026-09-25T10:47:30
1426,29,0.8142,1.0772,5.000000e-04,2026-09-25T10:47:32
1427,29,0.8215,1.0473,5.000000e-04,2026-09-25T10:47:34
1428,29,0.8222,1.0514,5.000000e-04,2026-09-25T10:47:36
1429,29,0.8572,1.0358,5.000000e-04,2026-09-25T10:47:38
1430,29,0.8439,1.0493,5.000000e-04,2026-09-25T10:47:40
1431,29,0.8276,1.0599,5.000000e-04,2026-09-25T10:47:42
1432,29,0.8405,1.0374,5.000000e-04,2026-09-25T10:47:44
1433,29,0.8268,1.0423,5.000000e-04,2026-09-25T10:47:46
1434,29,0.8228,1.0901,5.000000e-04,2026-09-25T10:47:48
1435,29,0.8392,1.0739,5.000000e-04,2026-09-25T10:47:50
1436,29,0.8531,1.0844,5.000000e-04,2026-09-25T10:47:52
1437,29,0.8625,1.0835,5.000000e-04,2026-09-25T10:47:54
1438,29,0.8308,1.0684,5.000000e-04,2026-09-25T10:47:56
1439,29,0.8371,1.0919,5.000000e-04,2026-09-25T10:47:58
1440,29,0.8380,1.0584,5.000000e-04,2026-09-25T10:48:00
1441,29,0.8218,1.0539,5.000000e-04,2026-09-25T10:48:02
1442,29,0.8238,1.0908,5.000000e-04,2026-09-25T10:48:04
1443,29,0.8519,1.0373,5.000000e-04,2026-09-25T10:48:06
1444,29,0.8626,1.0674,5.000000e-04,2026-09-25T10:48:08
1445,29,0.8513,1.0975,5.000000e-04,2026-09-25T10:48:10
1446,29,0.8617,1.0400,5.000000e-04,2026-09-25T10:48:12
1447,29,0.8458,1.0506,5.000000e-04,2026-09-25T10:48:14
1448,29,0.8538,1.0922,5.000000e-04,2026-09-25T10:48:16
1449,29,0.8156,1.0972,5.000000e-04,2026-09-25T10:48:18
1450,29,0.8238,1.0877,5.000000e-04,2026-09-25T10:48:20
1451,30,0.8276,1.0302,5.000000e-04,2026-09-25T10:48:22
1452,30,0.8297,1.0607,5.000000e-04,2026-09-25T10:48:24
1453,30,0.7973,1.0450,5.000000e-04,2026-09-25T10:48:26
1454,30,0.8281,1.0515,5.000000e-04,2026-09-25T10:48:28
1455,30,0.8333,1.0098,5.000000e-04,2026-09-25T10:48:30
1456,30,0.8229,1.0671,5.000000e-04,2026-09-25T10:48:32
1457,30,0.8162,1.0431,5.000000e-04,2026-09-25T10:48:34
1458,30,0.7979,1.0696,5.000000e-04,2026-09-25T10:48:36
1459,30,0.8318,1.0387,5.000000e-04,2026-09-25T10:48:38
1460,30,0.8038,1.0386,5.000000e-04,2026-09-25T10:48:40
1461,30,0.7931,1.0225,5.000000e-04,2026-09-25T10:48:42
1462,30,0.7994,1.0409,5.000000e-04,2026-09-25T10:48:44
1463,30,0.7888,1.0653,5.000000e-04,2026-09-25T10:48:46
1464,30,0.7986,1.0162,5.000000e-04,2026-09-25T10:48:48
1465,30,0.8237,1.0653,5.000000e-04,2026-09-25T10:48:50
1466,30,0.8299,1.0282,5.000000e-04,2026-09-25T10:48:52
1467,30,0.7898,1.0446,5.000000e-04,2026-09-25T10:48:54
1468,30,0.8335,1.0563,5.000000e-04,2026-09-25T10:48:56
1469,30,0.8300,1.0617,5.000000e-04,2026-09-25T10:48:58
1470,30,0.8356,1.0313,5.000000e-04,2026-09-25T10:49:00
1471,30,0.8347,1.0327,5.000000e-04,2026-09-25T10:49:02
1472,30,0.7937,1.0268,5.000000e-04,2026-09-25T10:49:04
1473,30,0.7954,1.0179,5.000000e-04,2026-09-25T10:49:06
1474,30,0.8350,1.0574,5.000000e-04,2026-09-25T10:49:08
1475,30,0.8356,1.0485,5.000000e-04,2026-09-25T10:49:10
1476,30,0.7972,1.0684,5.000000e-04,2026-09-25T10:49:12
1477,30,0.8226,1.0659,5.000000e-04,2026-09-25T10:49:14
1478,30,0.8271,1.0219,5.000000e-04,2026-09-25T10:49:16
1479,30,0.8175,1.0190,5.000000e-04,2026-09-25T10:49:18
1480,30,0.8037,1.0510,5.000000e-04,2026-09-25T10:49:20
1481,30,0.7950,1.0535,5.000000e-04,2026-09-25T10:49:22
1482,30,0.8350,1.0672,5.000000e-04,2026-09-25T10:49:24
1483,30,0.8079,1.0700,5.000000e-04,2026-09-25T10:49:26
1484,30,0.8358,1.0100,5.000000e-04,2026-09-25T10:49:28
1485,30,0.8181,1.0655,5.000000e-04,2026-09-25T10:49:30
1486,30,0.8359,1.0218,5.000000e-04,2026-09-25T10:49:32
1487,30,0.8163,1.0664,5.000000e-04,2026-09-25T10:49:34
1488,30,0.7956,1.0545,5.000000e-04,2026-09-25T10:49:36
1489,30,0.8004,1.0693,5.000000e-04,2026-09-25T10:49:38
1490,30,0.7969,1.0632,5.000000e-04,2026-09-25T10:49:40
1491,30,0.7931,1.0522,5.000000e-04,2026-09-25T10:49:42
1492,30,0.8199,1.0633,5.000000e-04,2026-09-25T10:49:44
1493,30,0.8105,1.0246,5.000000e-04,2026-09-25T10:49:46
1494,30,0.8009,1.0123,5.000000e-04,2026-09-25T10:49:48
1495,30,0.8013,1.0148,5.000000e-04,2026-09-25T10:49:50
1496,30,0.7888,1.0321,5.000000e-04,2026-09-25T10:49:52
1497,30,0.8245,1.0685,5.000000e-04,2026-09-25T10:49:54
1498,30,0.8319,1.0388,5.000000e-04,2026-09-25T10:49:56
1499,30,0.8072,1.0421,5.000000e-04,2026-09-25T10:49:58
1500,30,0.7937,1.0379,5.000000e-04,2026-09-25T10:50:00
1501,31,0.8063,1.0227,5.000000e-04,2026-09-25T10:50:02
1502,31,0.7980,0.9930,5.000000e-04,2026-09-25T10:50:04
1503,31,0.7689,1.0346,5.000000e-04,2026-09-25T10:50:06
1504,31,0.7794,1.0025,5.000000e-04,2026-09-25T10:50:08
1505,31,0.8105,0.9877,5.000000e-04,2026-09-25T10:50:10
1506,31,0.7735,1.0060,5.000000e-04,2026-09-25T10:50:12
1507,31,0.8001,1.0164,5.000000e-04,2026-09-25T10:50:14
1508,31,0.8080,0.9888,5.000000e-04,2026-09-25T10:50:16
1509,31,0.7936,1.0205,5.000000e-04,2026-09-25T10:50:18
1510,31,0.7883,0.9850,5.000000e-04,2026-09-25T10:50:20
1511,31,0.8101,0.9932,5.000000e-04,2026-09-25T10:50:22
1512,31,0.8076,0.9927,5.000000e-04,2026-09-25T10:50:24
1513,31,0.7702,0.9956,5.000000e-04,2026-09-25T10:50:26
1514,31,0.7744,1.0255,5.000000e-04,2026-09-25T10:50:28
1515,31,0.7996,1.0275,5.000000e-04,2026-09-25T10:50:30
1516,31,0.7780,1.0003,5.000000e-04,2026-09-25T10:50:32
1517,31,0.7767,0.9862,5.000000e-04,2026-09-25T10:50:34
1518,31,0.7925,1.0342,5.000000e-04,2026-09-25T10:50:36
1519,31,0.7727,1.0051,5.000000e-04,2026-09-25T10:50:38
1520,31,0.7857,1.0011,5.000000e-04,2026-09-25T10:50:40
1521,31,0.7968,1.0196,5.000000e-04,2026-09-25T10:50:42
1522,31,0.7749,0.9847,5.000000e-04,2026-09-25T10:50:44
1523,31,0.7735,1.0009,5.000000e-04,2026-09-25T10:50:46
1524,31,0.7693,1.0345,5.000000e-04,2026-09-25T10:50:48
1525,31,0.7800,1.0073,5.000000e-04,2026-09-25T10:50:50
1526,31,0.7886,1.0233,5.000000e-04,2026-09-25T10:50:52
1527,31,0.7697,1.0162,5.000000e-04,2026-09-25T10:50:54
1528,31,0.7742,1.0370,5.000000e-04,2026-09-25T10:50:56
1529,31,0.7829,1.0103,5.000000e-04,2026-09-25T10:50:58
1530,31,0.7779,1.0114,5.000000e-04,2026-09-25T10:51:00
1531,31,0.7761,0.9995,5.000000e-04,2026-09-25T10:51:02
1532,31,0.7684,1.0289,5.000000e-04,2026-09-25T10:51:04
1533,31,0.7970,0.9884,5.000000e-04,2026-09-25T10:51:06
1534,31,0.7817,1.0161,5.000000e-04,2026-09-25T10:51:08
1535,31,0.8114,1.0190,5.000000e-04,2026-09-25T10:51:10
1536,31,0.7916,1.0343,5.000000e-04,2026-09-25T10:51:12
1537,31,0.8042,1.0086,5.000000e-04,2026-09-25T10:51:14
1538,31,0.7908,1.0359,5.000000e-04,2026-09-25T10:51:16
1539,31,0.7879,1.0368,5.000000e-04,2026-09-25T10:51:18
1540,31,0.7880,0.9879,5.000000e-04,2026-09-25T10:51:20
1541,31,0.8082,1.0266,5.000000e-04,2026-09-25T10:51:22
1542,31,0.7892,1.0379,5.000000e-04,2026-09-25T10:51:24
1543,31,0.8033,1.0243,5.000000e-04,2026-09-25T10:51:26
1544,31,0.7948,0.9905,5.000000e-04,2026-09-25T10:51:28
1545,31,0.8013,0.9937,5.000000e-04,2026-09-25T10:51:30
1546,31,0.8120,1.0423,5.000000e-04,2026-09-25T10:51:32
1547,31,0.8037,0.9908,5.000000e-04,2026-09-25T10:51:34
1548,31,0.7855,1.0432,5.000000e-04,2026-09-25T10:51:36
1549,31,0.7860,1.0438,5.000000e-04,2026-09-25T10:51:38
1550,31,0.7951,1.0339,5.000000e-04,2026-09-25T10:51:40
1551,32,0.7547,1.0129,5.000000e-04,2026-09-25T10:51:42
1552,32,0.7848,0.9628,5.000000e-04,2026-09-25T10:51:44
1553,32,0.7606,0.9824,5.000000e-04,2026-09-25T10:51:46
1554,32,0.7578,0.9752,5.000000e-04,2026-09-25T10:51:48
1555,32,0.7639,1.0107,5.000000e-04,2026-09-25T10:51:50
1556,32,0.7790,0.9958,5.000000e-04,2026-09-25T10:51:52
1557,32,0.7668,0.9838,5.000000e-04,2026-09-25T10:51:54
1558,32,0.7619,0.9677,5.000000e-04,2026-09-25T10:51:56
1559,32,0.7698,1.0038,5.000000e-04,2026-09-25T10:51:58
1560,32,0.7860,1.0137,5.000000e-04,2026-09-25T10:52:00
1561,32,0.7687,0.9649,5.000000e-04,2026-09-25T10:52:02
1562,32,0.7560,0.9906,5.000000e-04,2026-09-25T10:52:04
1563,32,0.7586,0.9832,5.000000e-04,2026-09-25T10:52:06
1564,32,0.7604,0.9877,5.000000e-04,2026-09-25T10:52:08
1565,32,0.7708,0.9611,5.000000e-04,2026-09-25T10:52:10
1566,32,0.7555,0.9674,5.000000e-04,2026-09-25T10:52:12
1567,32,0.7708,1.0000,5.000000e-04,2026-09-25T10:52:14
1568,32,0.7446,1.0116,5.000000e-04,2026-09-25T10:52:16
1569,32,0.7580,0.9730,5.000000e-04,2026-09-25T10:52:18
1570,32,0.7771,1.0135,5.000000e-04,2026-09-25T10:52:20
1571,32,0.7840,0.9601,5.000000e-04,2026-09-25T10:52:22
1572,32,0.7804,0.9768,5.000000e-04,2026-09-25T10:52:24
1573,32,0.7557,0.9880,5.000000e-04,2026-09-25T10:52:26
1574,32,0.7748,0.9647,5.000000e-04,2026-09-25T10:52:28
1575,32,0.7827,0.9668,5.000000e-04,2026-09-25T10:52:30
1576,32,0.7876,0.9851,5.000000e-04,2026-09-25T10:52:32
1577,32,0.7808,0.9748,5.000000e-04,2026-09-25T10:52:34
1578,32,0.7620,0.9972,5.000000e-04,2026-09-25T10:52:36
1579,32,0.7514,0.9714,5.000000e-04,2026-09-25T10:52:38
1580,32,0.7807,1.0028,5.000000e-04,2026-09-25T10:52:40
1581,32,0.7777,1.0103,5.000000e-04,2026-09-25T10:52:42
1582,32,0.7805,0.9894,5.000000e-04,2026-09-25T10:52:44
1583,32,0.7501,0.9773,5.000000e-04,2026-09-25T10:52:46
1584,32,0.7661,0.9669,5.000000e-04,2026-09-25T10:52:48
1585,32,0.7819,1.0110,5.000000e-04,2026-09-25T10:52:50
1586,32,0.7441,0.9703,5.000000e-04,2026-09-25T10:52:52
1587,32,0.7811,1.0085,5.000000e-04,2026-09-25T10:52:54
1588,32,0.7543,0.9859,5.000000e-04,2026-09-25T10:52:56
1589,32,0.7850,1.0007,5.000000e-04,2026-09-25T10:52:58
1590,32,0.7554,1.0077,5.000000e-04,2026-09-25T10:53:00
1591,32,0.7660,0.9966,5.000000e-04,2026-09-25T10:53:02
1592,32,0.7485,0.9607,5.000000e-04,2026-09-25T10:53:04
1593,32,0.7599,0.9941,5.000000e-04,2026-09-25T10:53:06
1594,32,0.7510,1.0105,5.000000e-04,2026-09-25T10:53:08
1595,32,0.7698,0.9796,5.000000e-04,2026-09-25T10:53:10
1596,32,0.7503,1.0119,5.000000e-04,2026-09-25T10:53:12
1597,32,0.7772,0.9997,5.000000e-04,2026-09-25T10:53:14
1598,32,0.7559,0.9818,5.000000e-04,2026-09-25T10:53:16
1599,32,0.7503,0.9928,5.000000e-04,2026-09-25T10:53:18
1600,32,0.7871,1.0097,5.000000e-04,2026-09-25T10:53:20
1601,33,0.7497,0.9744,5.000000e-04,2026-09-25T10:53:22
1602,33,0.7329,0.9589,5.000000e-04,2026-09-25T10:53:24
1603,33,0.7218,0.9803,5.000000e-04,2026-09-25T10:53:26
1604,33,0.7551,0.9357,5.000000e-04,2026-09-25T10:53:28
1605,33,0.7615,0.9726,5.000000e-04,2026-09-25T10:53:30
1606,33,0.7477,0.9357,5.000000e-04,2026-09-25T10:53:32
1607,33,0.7321,0.9818,5.000000e-04,2026-09-25T10:53:34
1608,33,0.7345,0.9911,5.000000e-04,2026-09-25T10:53:36
1609,33,0.7495,0.9597,5.000000e-04,2026-09-25T10:53:38
1610,33,0.7376,0.9554,5.000000e-04,2026-09-25T10:53:40
1611,33,0.7321,0.9622,5.000000e-04,2026-09-25T10:53:42
1612,33,0.7511,0.9829,5.000000e-04,2026-09-25T10:53:44
1613,33,0.7386,0.9411,5.000000e-04,2026-09-25T10:53:46
1614,33,0.7437,0.9735,5.000000e-04,2026-09-25T10:53:48
1615,33,0.7585,0.9568,5.000000e-04,2026-09-25T10:53:50
1616,33,0.7497,0.9704,5.000000e-04,2026-09-25T10:53:52
1617,33,0.7342,0.9414,5.000000e-04,2026-09-25T10:53:54
1618,33,0.7237,0.9924,5.000000e-04,2026-09-25T10:53:56
1619,33,0.7494,0.9850,5.000000e-04,2026-09-25T10:53:58
1620,33,0.7325,0.9763,5.000000e-04,2026-09-25T10:54:00
1621,33,0.7606,0.9525,5.000000e-04,2026-09-25T10:54:02
1622,33,0.7275,0.9795,5.000000e-04,2026-09-25T10:54:04
1623,33,0.7610,0.9818,5.000000e-04,2026-09-25T10:54:06
